# m4 [GeV]	90%CL CNH/Lambda^2 [GeV^-2] from pi0 invisible decay (NA62) (https://arxiv.org/pdf/2010.07644.pdf)
0.0014689262776438662	0.0003211839475793023
0.0014723125024327193	0.0003204454084643399
0.0014757065332758946	0.000319708568319453
0.0014791083881682072	0.00031897342323799094
0.001482518085145953	0.00031823996932229084
0.0014859356422870075	0.0003175082026836556
0.0014893610777109154	0.00031677811944233486
0.001492794409578996	0.00031604971572750265
0.0014962356560944327	0.00031532298767723805
0.0014996848355023741	0.00031459793143850403
0.0015031419660900224	0.0003138745431671281
0.0015066070661867417	0.0003131528190277806
0.0015100801541641478	0.000312432755193955
0.0015135612484362087	0.00031171434784794727
0.0015170503674593369	0.00031099759318083705
0.0015205475297324954	0.0003102824873924652
0.0015240527537972906	0.0003095690266914153
0.0015275660582380732	0.0003088572072949925
0.0015310874616820303	0.00030814702542920517
0.0015346169827992941	0.00030743847732874255
0.0015381546403030342	0.0003067315592369566
0.00154170045294956	0.0003060262674058408
0.0015452544395384142	0.0003053225980960121
0.0015488166189124811	0.0003046205475766889
0.0015523870099580816	0.00030392011212567247
0.001555965631605075	0.0003032212880293269
0.0015595525028269538	0.0003025240715825605
0.0015631476426409539	0.00030182845908880416
0.0015667510701081486	0.000301134446859993
0.0015703628043335532	0.0003004420312165467
0.0015739828644662198	0.0002997512084873504
0.0015776112696993484	0.000299061975009734
0.0015812480392703827	0.0002983743271294538
0.001584893192461114	0.00029768826120067237
0.001588546748597779	0.0002970037735859407
0.00159220872705117	0.00029632086065617695
0.001595879147236732	0.0002956395187906484
0.0015995580286146695	0.0002949597443769517
0.0016032453906900418	0.0002942815338109947
0.0016069412530128771	0.00029360488349697625
0.00161064563517827	0.00029292978984736713
0.001614358556826487	0.00029225624928289187
0.0016180800376430662	0.0002915842582325095
0.0016218100973589297	0.00029091381313339407
0.0016255487557504833	0.0002902449104309163
0.001629296032639723	0.00028957754657862417
0.0016330519478943346	0.0002889117180382255
0.0016368165214278084	0.00028824742127956716
0.0016405897731995387	0.000287584652780618
0.0016443717232149323	0.0002869234090274491
0.0016481623915255085	0.00028626368651421644
0.001651961798229015	0.0002856054817431407
0.0016557699634695275	0.0002849487912244899
0.0016595869074375613	0.0002842936114765599
0.0016634126503701698	0.00028363993902565777
0.0016672472125510626	0.000282987770406081
0.001671090614310707	0.00028233710216010076
0.0016749428760264382	0.00028168793083794267
0.0016788040181225606	0.0002810402529977699
0.0016826740610704674	0.00028039406520566297
0.0016865530253887405	0.00027974936403560286
0.001690440931643265	0.0002791061460694521
0.0016943378004473288	0.00027846440789693815
0.0016982436524617442	0.0002778241461156332
0.0017021585083949501	0.0002771853573309373
0.0017060823890031242	0.00027654803815606023
0.001710015315090288	0.00027591218521200406
0.0017139573075084253	0.0002752777951275442
0.0017179083871575877	0.0002746448645392121
0.001721868574986008	0.000274013390091277
0.001725837891990204	0.0002733833684357295
0.0017298163592151016	0.0002727547962322618
0.0017338039977541375	0.00027212767014825144
0.0017378008287493763	0.00027150198685874273
0.0017418068733916145	0.0002708777430464304
0.001745822152920504	0.0002702549354016404
0.0017498466886246564	0.00026963356062231357
0.0017538805018417602	0.00026901361541398737
0.0017579236139586931	0.00026839509648977867
0.0017619760464116293	0.0002677780005703672
0.001766037820686164	0.00026716232438397643
0.001770108958317422	0.00026654806466635736
0.0017741894808901662	0.0002659352181607715
0.0017782794100389228	0.00026532378161797253
0.001782378767448089	0.00026471375179618994
0.0017864875748520499	0.00026410512546111133
0.0017906058540352948	0.0002634978993858655
0.0017947336268325266	0.0002628920703510058
0.0017988709151287874	0.0002622876351444921
0.00180301774085957	0.00026168459056167415
0.0018071741260109275	0.00026108293340527526
0.0018113400926196026	0.00026048266048537416
0.0018155156627731352	0.0002598837686193891
0.0018197008586099826	0.0002592862546320604
0.0018238957023196385	0.00025869011535543354
0.0018281002161427428	0.0002580953476288434
0.0018323144223712112	0.0002575019482988962
0.0018365383433483473	0.0002569099142194528
0.0018407720014689563	0.0002563192422516135
0.0018450154191794737	0.0002557299292637
0.0018492686189780778	0.000255141972131239
0.0018535316234148105	0.0002545553677369461
0.001857804455091699	0.0002539701129707087
0.0018620871366628676	0.00025338620472957057
0.0018663796908346695	0.00025280363991771394
0.0018706821403658017	0.0002522224154464438
0.0018749945080674191	0.0002516425282341724
0.0018793168168032685	0.00025106397520640103
0.0018836490894898002	0.0002504867532957052
0.0018879913490962926	0.0002499108594417178
0.001892343618644976	0.0002493362905911128
0.0018967059212111465	0.0002487630436975901
0.0019010782799232997	0.00024819111572185753
0.0019054607179632482	0.0002476205036316159
0.0019098532585662387	0.0002470512044015435
0.001914255925021086	0.0002464832150132784
0.001918668740670289	0.000245916532455404
0.0019230917289101575	0.0002453511537234321
0.0019275249131909366	0.00024478707581978697
0.001931968317016924	0.00024422429575379084
0.0019364219639466068	0.0002436628105416461
0.0019408858775927793	0.00024310261720642025
0.0019453600816226634	0.00024254371277803133
0.0019498445997580456	0.00024198609429322993
0.0019543394557753942	0.00024142975879558513
0.0019588446735059888	0.00024087470333546826
0.0019633602768360475	0.00024032092497003704
0.001967886289706845	0.0002397684207632211
0.0019724227361148533	0.00023921718778570483
0.00197696964011186	0.0002386672231149126
0.001981527025805099	0.00023811852383499348
0.001986094917357372	0.00023757108703680586
0.0019906733389871865	0.00023702490981790132
0.001995262314968879	0.00023647998928250961
0.0019998618696327446	0.00023593632254152342
0.0020044720273651616	0.00023539390671248328
0.002009092812608728	0.00023485273891956176
0.0020137242498623874	0.0002343128162935483
0.0020183663636815616	0.00023377413597183415
0.002023019178678272	0.00023323669509839765
0.002027682719521282	0.00023270049082378813
0.002032357010936221	0.0002321655203051114
0.0020370420777057192	0.00023163178070601448
0.0020417379446695297	0.0002310992691966712
0.002046444636724674	0.00023056798295376606
0.0020511621788255646	0.00023003791916047998
0.0020558905959841426	0.0002295090750064752
0.0020606299132700004	0.0002289814476878808
0.0020653801558105293	0.0002284550344072771
0.0020701413487910414	0.00022792983237368133
0.002074913517454911	0.00022740583880253223
0.002079696687103696	0.00022688305091567667
0.0020844908830972885	0.00022636146594135325
0.0020892961308540386	0.00022584108111417842
0.0020941124558508935	0.0002253218936751319
0.0020989398836235244	0.00022480390087154217
0.002103778439766475	0.00022428709995707117
0.002108628149933289	0.00022377148819170025
0.0021134890398366475	0.00022325706284171554
0.002118361135248502	0.00022274382117969398
0.002123244462000219	0.0002222317604844877
0.0021281390459827114	0.0002217208780412106
0.002133044913146577	0.00022121117114122337
0.0021379620895022326	0.00022070263708211992
0.0021428906011200584	0.000220195273167712
0.0021478304741305333	0.0002196890767080155
0.0021527817347243737	0.00021918404501923596
0.0021577444091526667	0.00021868017542375502
0.00216271852372702	0.00021817746525011527
0.002167704104819694	0.0002176759118330065
0.0021727011788637454	0.00021717551251325144
0.002177709772353159	0.00021667626463779243
0.0021827299118430013	0.0002161781655596761
0.002187761623949552	0.00021568121263804008
0.0021928049353504495	0.00021518540323809884
0.0021978598727848252	0.00021469073473113012
0.002202926463053456	0.00021419720449446025
0.002208004733018899	0.0002137048099114507
0.0022130947096056387	0.0002132135483714839
0.0022181964198002193	0.00021272341726995042
0.002223309890651403	0.00021223441400823354
0.002228435149270303	0.00021174653599369663
0.0022335722228305327	0.00021125978063966886
0.00223872113856834	0.0002107741453654323
0.002243881923782766	0.00021028962759620702
0.0022490546058357803	0.00020980622476313824
0.002254239212152428	0.00020932393430328264
0.0022594357702209783	0.00020884275365959433
0.0022646443075930596	0.0002083626802809123
0.002269864851883821	0.00020788371162194563
0.0022750974307720715	0.0002074058451432606
0.0022803420720004185	0.00020692907831126766
0.00228559880337543	0.0002064534085982072
0.0022908676527677724	0.00020597883348213655
0.0022961486481123607	0.00020550535044691653
0.002301441817408509	0.000205032956982198
0.002306747188720069	0.0002045616505834094
0.002312064790175594	0.00020409142875174184
0.0023173946499684796	0.00020362228899413717
0.0023227367963571076	0.00020315422882327463
0.002328091257665008	0.00020268724575755708
0.002333458062281002	0.00020222133732109804
0.0023388372386593534	0.0002017565010437091
0.0023442288153199225	0.00020129273446088577
0.0023496328208483072	0.00020083003511379608
0.002355049283896009	0.00020036840054926553
0.002360478233180578	0.00019990782831976535
0.002365919697485759	0.00019944831598339973
0.0023713737056616554	0.0001989898611038918
0.002376840286624876	0.00019853246125057155
0.002382319469358689	0.0001980761139983626
0.0023878112829131782	0.0001976208169277694
0.0023933157564053876	0.0001971665676248648
0.00239883291901949	0.00019671336368127663
0.0024043628000069346	0.00019626120269417482
0.0024099054286865957	0.00019581008226625995
0.0024154608344449406	0.00019536000000574887
0.0024210290467361778	0.000194910953526363
0.002426610095082414	0.00019446294044731555
0.002432204009073816	0.00019401595839329844
0.0024378108183687524	0.00019357000499447077
0.0024434305526939712	0.00019312507788644503
0.002449063241844747	0.00019268117471027483
0.002454708915685031	0.00019223829311244362
0.0024603676041476275	0.00019179643074485045
0.0024660393372343387	0.00019135558526479847
0.002471724145016129	0.00019091575433498241
0.002477422057633286	0.00019047693562347607
0.0024831331052955702	0.00019003912680372044
0.00248885731828239	0.0001896023255545104
0.002494594726942956	0.000189166529559983
0.002500345361696432	0.00018873173650960578
0.0025061092530321138	0.00018829794409816323
0.0025118864315095794	0.00018786515002574544
0.0025176769277588545	0.0001874333519977356
0.0025234807724805754	0.000187002547724798
0.0025292979964461446	0.00018657273492286614
0.002535128630497907	0.0001861439113131298
0.0025409727055493063	0.00018571607462202348
0.002546830252585042	0.00018528922258121496
0.002552701302661247	0.00018486335292759197
0.0025585858869056452	0.00018443846340325103
0.002564484036517716	0.0001840145517554855
0.0025703957827688645	0.000183591615736773
0.0025763211570025753	0.0001831696531047647
0.0025822601906345956	0.00018274866162227204
0.002588212915153093	0.00018232863905725554
0.002594179362118815	0.0001819095831828135
0.002600159563165272	0.00018149149177716894
0.002606153549998895	0.00018107436262365892
0.0026121613543992053	0.0001806581935107222
0.0026181830082189863	0.0001802429822318875
0.002624218543384442	0.00017982872658576273
0.0026302679918953813	0.0001794154243760218
0.0026363313858253786	0.0001790030734113941
0.0026424087573219475	0.00017859167150565232
0.002648500138606701	0.00017818121647760154
0.002654605561975539	0.0001777717061510668
0.0026607250597988083	0.00017736313835488212
0.0026668586645214806	0.0001769555109228785
0.0026730064086633114	0.0001765488216938736
0.0026791683248190315	0.00017614306851165866
0.0026853444456585063	0.00017573824922498816
0.0026915348039269166	0.00017533436168756802
0.0026977394324449204	0.0001749314037580447
0.0027039583641088436	0.000174529373299993
0.0027101916318908416	0.0001741282681819055
0.0027164392688390836	0.00017372808627718058
0.0027227013080779127	0.00017332882546411218
0.0027289777828080407	0.00017293048362587734
0.0027352687263067113	0.00017253305865052584
0.0027415741719278835	0.00017213654843096834
0.0027478941531023974	0.00017174095086496617
0.002754228703338166	0.00017134626385511916
0.002760577856220345	0.00017095248530885494
0.0027669416454115126	0.0001705596131384179
0.002773320104651841	0.0001701676452608583
0.0027797132677592883	0.00016977657959802085
0.0027861211686297693	0.00016938641407653377
0.002792543841237339	0.0001689971466277977
0.002798981319634363	0.00016860877518797557
0.002805433637951713	0.00016822129769798044
0.0028119008303989393	0.0001678347121034652
0.002818382931264455	0.00016744901635481156
0.0028248799749157074	0.0001670642084071197
0.0028313919957993787	0.00016668028622019655
0.002837919028441555	0.00016629724775854546
0.002844461107447917	0.0001659150909913552
0.00285101826750391	0.00016553381389248993
0.0028575905433749467	0.0001651534144404773
0.00286417796990658	0.00016477389061849847
0.002870780582024692	0.00016439524041437703
0.0028773984147356696	0.0001640174618205692
0.0028840315031266055	0.00016364055283415188
0.0028906798823654747	0.00016326451145681298
0.0028973435877013244	0.00016288933569484033
0.002904022654464451	0.00016251502355911176
0.0029107171180666053	0.0001621415730650837
0.002917427014001166	0.00016176898223278126
0.0029241523778433367	0.0001613972490867873
0.0029308932452503213	0.00016102637165623269
0.0029376496519615304	0.00016065634797478493
0.0029444216337987605	0.00016028717608063838
0.002951209226666387	0.00015991885401650343
0.0029580124665515464	0.00015955137982959675
0.0029648313895243423	0.00015918475157163025
0.0029716660317380254	0.000158818967298801
0.002978516429429191	0.00015845402507178095
0.0029853826189179603	0.00015808992295570707
0.002992264636608189	0.00015772665902017016
0.0029991625189876503	0.0001573642313392053
0.0030060763026282323	0.00015700263799128155
0.003013006024186122	0.0001566418770592918
0.003019951720402016	0.00015628194663054224
0.003026913428101305	0.00015592284479674259
0.0030338911841942717	0.0001555645696539958
0.00304088502567628	0.0001552071193027884
0.003047894989627983	0.00015485049184797955
0.0030549211132155124	0.0001544946853987918
0.0030619634336906754	0.00015413969806880065
0.0030690219883911583	0.00015378552797592451
0.003076096814740708	0.00015343217324241553
0.0030831879502493534	0.0001530796319948483
0.003090295432513592	0.0001527279023641107
0.003097419299216581	0.0001523769824853944
0.0031045595881283557	0.00015202687049818404
0.0031117163371060168	0.00015167756454624788
0.0031188895840939352	0.00015132906277762795
0.0031260793671239557	0.00015098136334463
0.003133285724315586	0.0001506344644038143
0.0031405086938762167	0.00015028836411598508
0.0031477483141013176	0.00014994306064618104
0.0031550046233746274	0.00014959855216366622
0.0031622776601683794	0.00014925483684191944
0.00316956746304349	0.0001489119128586249
0.003176874070649769	0.0001485697783956628
0.0031841975217261256	0.00014822843163909933
0.0031915378551007614	0.00014788787077917763
0.0031988951096913972	0.00014754809401030725
0.0032062693245054675	0.0001472090995310553
0.0032136605386403182	0.00014687088554413708
0.0032210687912834347	0.00014653345025640572
0.0032284941217126345	0.00014619679187884328
0.003235936569296281	0.00014586090862655127
0.0032433961734934934	0.00014552579871874067
0.0032508729738543437	0.0001451914603787236
0.003258367010020087	0.00014485789183390246
0.00326587832172336	0.0001445250913157614
0.003273406948788383	0.00014419305705985723
0.0032809529311311906	0.00014386178730580907
0.0032885163087598298	0.00014353128029728987
0.003296097121774576	0.00014320153428201674
0.003303695410368149	0.0001428725475117415
0.003311311214825911	0.00014254431824224225
0.0033189445755261032	0.00014221684473331292
0.003326595532940047	0.00014189012524875468
0.0033342641276323504	0.00014156415805636723
0.0033419504002611426	0.00014123894142793847
0.003349654391578276	0.00014091447363923624
0.003357376142429545	0.00014059075296999878
0.0033651156937549082	0.00014026777770392572
0.003372873086588689	0.00013994554612866932
0.0033806483620598153	0.0001396240565358246
0.0033884415613920273	0.00013930330722092076
0.0033962527259040853	0.00013898329648341263
0.003404081897010009	0.00013866402262667062
0.003411929116219285	0.00013834548395797244
0.003419794425137087	0.00013802767878849398
0.003427677865464505	0.00013771060543330013
0.0034355794789987463	0.0001373942622113365
0.003443499307633384	0.0001370786474454196
0.0034514373933585644	0.00013676375946222844
0.0034593937782612205	0.00013644959659229593
0.0034673685045253167	0.00013613615716999943
0.0034753616144320575	0.00013582343953355227
0.0034833731503601164	0.00013551144202499497
0.0034914031547858626	0.00013520016299018613
0.003499451670283573	0.00013488960077879435
0.0035075187395256797	0.00013457975374428854
0.0035156044052829833	0.0001342706202439299
0.0035237087104248725	0.00013396219863876307
0.00353183169791957	0.00013365448729360722
0.0035399734108343462	0.00013334748457704762
0.0035481338923357532	0.00013304118886142677
0.0035563131856898547	0.0001327355985228359
0.0035645113342624426	0.0001324307119411067
0.0035727283815192887	0.000132126527499802
0.0035809643710263623	0.0001318230435862076
0.0035892193464500534	0.00013152025859132412
0.0035974933515574236	0.00013121817090985775
0.0036057864302164234	0.000130916778940212
0.0036140986263961316	0.00013061608108447942
0.0036224299841669874	0.00013031607574843287
0.003630780547701014	0.00013001676134151744
0.0036391503612720707	0.00012971813627684153
0.00364753946925608	0.00012942019897116855
0.0036559479161312504	0.00012912294784490905
0.0036643757464783332	0.00012882638132211163
0.003672823004980846	0.0001285304978304549
0.003681289736425313	0.0001282352958012393
0.0036897759857015045	0.0001279407736693784
0.003698281797802663	0.00012764692987339124
0.0037068072178257595	0.00012735376285539327
0.003715352290971728	0.0001270612710610885
0.0037239170625456867	0.00012676945293976156
0.0037325015779572064	0.0001264783069442688
0.003741105882720533	0.00012618783153103063
0.0037497300224548337	0.000125898025160023
0.003758374042884443	0.00012560888629476944
0.003767037989839089	0.0001253204134023331
0.00377572190925416	0.0001250326049533081
0.0037844258471709316	0.0001247454594218118
0.003793149849736817	0.0001244589752854766
0.0038018939632056127	0.00012417315102544187
0.00381065823393773	0.00012388798512634624
0.0038194427084004643	0.00012360347607631882
0.003828247433168228	0.0001233196223669717
0.003837072454922788	0.00012303642249339227
0.0038459178204535353	0.0001227538749541344
0.003854783576657717	0.0001224719782512111
0.0038636697705406895	0.0001221907308900864
0.003872576449216173	0.00012191013137966731
0.0038815036599064824	0.00012163017823229645
0.003890451449942805	0.00012135086996374337
0.003899419866765436	0.00012107220509319707
0.003908408957924021	0.00012079418214325853
0.003917418771077831	0.00012051679963993216
0.003926449353995997	0.00012024005611261842
0.003935500754557773	0.00011996395009410597
0.003944573020752785	0.00011968848012056379
0.003953666200681279	0.00011941364473153371
0.003962780342554394	0.00011913944246992226
0.003971915494694405	0.00011886587188199307
0.003981071705534973	0.00011859293151735954
0.00399024902362142	0.00011832061992897661
0.003999447497610974	0.00011804893567313333
0.004008667176273026	0.00011777787730944535
0.0040179081084894	0.00011750744340084693
0.004027170343254591	0.00011723763251358387
0.0040364539296760486	0.00011696844321720534
0.004045758916974429	0.00011669987408455643
0.004055085354483839	0.00011643192369177113
0.004064433291652128	0.00011616459061826389
0.004073802778041126	0.00011589787344672283
0.004083193863326919	0.00011563177076310179
0.00409260659730011	0.00011536628115661296
0.004102041029866068	0.00011510140321971984
0.004111497211045221	0.00011483713554812889
0.004120975190973304	0.00011457347674078269
0.004130475019901615	0.00011431042539985271
0.004139996748197304	0.00011404798013073126
0.004149540426343628	0.00011378613954202451
0.004159106104940219	0.00011352490224554509
0.004168693834703355	0.00011326426685630457
0.004178303666466218	0.00011300423199250652
0.004187935651179182	0.00011274479627553862
0.004197589839910077	0.00011248595832996556
0.004207266283844442	0.00011222771678352221
0.004216965034285823	0.00011197007026710565
0.004226686142656029	0.00011171301741476834
0.004236429660495409	0.00011145655686371069
0.00424619563946313	0.00011120068725427384
0.0042559841313374305	0.00011094540722993294
0.004265795188015926	0.00011069071543728905
0.004275628861515864	0.00011043661052606269
0.004285485203974397	0.00011018309114908661
0.004295364267648873	0.00010993015596229826
0.004305266104917106	0.000109677803624733
0.00431519076827765	0.00010942603279851693
0.004325138310350089	0.00010917484214885962
0.004335108783875289	0.00010892423034404759
0.004345102241715714	0.00010867419605543646
0.004355118736855688	0.00010842473795744437
0.004365158322401661	0.00010817585472754513
0.004375221051582521	0.00010792754504626074
0.004385306977749856	0.00010767980759715469
0.004395416154378243	0.00010743264106682492
0.0044055486350655345	0.00010718604414489679
0.004415704473533125	0.0001069400155240165
0.004425883723626264	0.00010669455389984359
0.004436086439314328	0.00010644965797104425
0.004446312674691089	0.0001062053264392849
0.004456562483975033	0.00010596155800922448
0.0044668359215096305	0.00010571835138850815
0.004477133041763623	0.00010547570528776034
0.004487453899331323	0.00010523361842057771
0.00449779854893288	0.00010499208950352283
0.0045081670454146005	0.00010475111725611671
0.004518559443749226	0.00010451070040083238
0.004528975799036209	0.00010427083766308843
0.004539416166502032	0.00010403152777124155
0.004549880601500485	0.00010379276945658026
0.00456036915951296	0.00010355456145331817
0.004570881896148752	0.00010331690249858697
0.004581418867145335	0.00010307979133243042
0.004591980128368685	0.00010284322669779676
0.004602565735813563	0.00010260720734053254
0.0046131757456037955	0.0001023717320093763
0.004623810213992603	0.00010213679945595125
0.004634469197362879	0.00010190240843475906
0.004645152752227493	0.00010166855770317321
0.004655860935229591	0.0001014352460214323
0.0046665938031428865	0.00010120247215263379
0.004677351412871981	0.00010097023486272698
0.004688133821452655	0.00010073853292050675
0.004698941086052156	0.00010050736509760717
0.004709773263969529	0.00010027673016849464
0.004720630412635905	0.00010004662691046166
0.0047315125896148025	0.0000998170541036202
0.004742419852602448	0.00009958801053089527
0.0047533522594280534	0.0000993594949780188
0.004764309868054156	0.0000991315062335226
0.004775292736576912	0.00009890404308873225
0.004786300923226385	0.00009867710433776104
0.0047973344863668915	0.00009845068877750291
0.0048083934844972845	0.00009822479520762654
0.004819477976251272	0.0000979994224305688
0.004830588020397728	0.00009777456925152849
0.004841723675840994	0.00009755023447846013
0.00485288500162121	0.00009732641692206735
0.004864072056914619	0.00009710311539579663
0.004875284901033865	0.00009688032871583153
0.004886523593428336	0.00009665805570108564
0.004897788193684461	0.00009643629517319681
0.004909078761526029	0.00009621504595652081
0.004920395356814511	0.000095994306878125
0.004931738039549359	0.00009577407676778251
0.004943106869868354	0.00009555435445796538
0.004954501908047905	0.0000953351387838388
0.004965923214503363	0.00009511642858325514
0.0049773708497893605	0.00009489822269674723
0.004988844874600122	0.00009468051996752258
0.005000345349769783	0.00009446331924145728
0.005011872336272725	0.00009424661936708962
0.005023425895223871	0.00009403041919561441
0.005035006087879048	0.00009381471758087648
0.005046612975635287	0.00009359951337936472
0.005058246620031137	0.00009338480545020642
0.005069907082747045	0.00009317059265516025
0.005081594425605605	0.00009295687385861161
0.005093308710571952	0.00009274364792756536
0.005105049999754065	0.00009253091373164042
