# m4 [GeV]	d_gamma [1/GeV] at 90%CL from DONUT data. Computed by Manu with the cross-section
0.024547089156850305	0.00005795743430923792
0.0251188643150958	0.000057965851262358216
0.02570395782768864	0.000057974666407617854
0.02630267991895382	0.00005798389865697393
0.026915348039269163	0.00005799356782769053
0.027542287033381664	0.00005800369468634882
0.02818382931264454	0.00005801430099506003
0.028840315031266057	0.00005802540955999686
0.029512092266663854	0.00005803704428236622
0.03019951720402016	0.000058049230211953016
0.030902954325135908	0.000058061993603371846
0.0316227766016838	0.00005807536197517196
0.03235936569296283	0.00005808936417194891
0.03311311214825911	0.000058104030429625424
0.033884415613920256	0.00005811939244407396
0.034673685045253165	0.00005813548344326288
0.03548133892335755	0.00005815233826311995
0.03630780547701014	0.0000581699934273179
0.03715352290971726	0.00005818848723119931
0.038018939632056124	0.000058207859830071394
0.03890451449942806	0.000058228153332115375
0.03981071705534972	0.000058249411896169764
0.04073802778041127	0.00005827168183466358
0.04168693834703355	0.000058295011721992046
0.04265795188015927	0.00005831945250864585
0.043651583224016605	0.000058345057641424685
0.04466835921509632	0.00005837188319008608
0.045708818961487506	0.00005839998798080352
0.04677351412871982	0.000058429433736830766
0.04786300923226383	0.00005846028522679511
0.048977881936844624	0.00005849261042106897
0.05011872336272723	0.0000585264806566983
0.05128613839913648	0.00005856197081139629
0.05248074602497726	0.000058599159487144336
0.05370317963702527	0.00005863812920397609
0.054954087385762455	0.00005867896660455805
0.05623413251903491	0.00005872176267021854
0.057543993733715694	0.0000587666129491193
0.0588843655355589	0.00005881361779730722
0.06025595860743578	0.000058862882633430536
0.06165950018614822	0.000058914518207952744
0.06309573444801933	0.00005896864088774904
0.06456542290346555	0.00005902537295702375
0.0660693448007596	0.00005908484293554414
0.06760829753919817	0.00005914718591524395
0.06918309709189366	0.000059212543916310715
0.07079457843841379	0.00005928106626393296
0.072443596007499	0.00005935290998694632
0.07413102413009175	0.00005942824023968086
0.07585775750291839	0.000059507230748375036
0.07762471166286918	0.00005959006428358192
0.07943282347242815	0.000059676933160051715
0.08128305161640993	0.000059768039765626014
0.0831763771102671	0.00005986359712072434
0.08511380382023764	0.000059963829470035824
0.08709635899560808	0.00006006897290804832
0.08912509381337456	0.00006017927604004415
0.09120108393559098	0.000060295000680164805
0.09332543007969911	0.00006041642258808402
0.0954992586021436	0.0000605438322457236
0.09772372209558107	0.00006067753567528429
0.1	0.000060817855299633144
0.10232929922807542	0.00006096513084576763
0.10471285480508996	0.000061119720291645
0.10715193052376065	0.00006128200085609392
0.1096478196143185	0.00006145237003077964
0.11220184543019636	0.00006163124665223071
0.1148153621496883	0.00006181907201070235
0.11748975549395294	0.00006201631099108329
0.12022644346174129	0.00006222345323906693
0.12302687708123815	0.00006244101434330671
0.12589254117941673	0.00006266953702113397
0.1288249551693134	0.00006290959229148284
0.1318256738556407	0.00006316178061375242
0.13489628825916536	0.00006342673296520945
0.1380384264602885	0.00006370511182190723
0.14125375446227545	0.00006399761199861569
0.14454397707459277	0.0000643049612914874
0.14791083881682077	0.00006462792085258745
0.15135612484362082	0.00006496728520733323
0.1548816618912481	0.00006532388180351587
0.15848931924611134	0.0000656985699529192
0.16218100973589297	0.0000660922389924151
0.16595869074375605	0.00006650580544933737
0.16982436524617442	0.00006694020894417058
0.17378008287493754	0.00006739640650004397
0.1778279410038923	0.0000678753648507306
0.18197008586099836	0.00006837805024395963
0.18620871366628675	0.00006890541512160634
0.19054607179632474	0.00006945838091916151
0.19498445997580455	0.00007003781606005697
0.19952623149688797	0.0000706445080223358
0.20417379446695297	0.00007127912812288373
0.20892961308540392	0.00007194218739664933
0.2137962089502232	0.00007263398164668962
0.21877616239495523	0.00007335452341248796
0.22387211385683395	0.00007410345826447085
0.2290867652767773	0.00007487996251124407
0.2344228815319922	0.0000756826191525139
0.23988329190194904	0.00007650926880453987
0.24547089156850305	0.00007735683248774685
0.251188643150958	0.00007822110377538165
0.2570395782768864	0.00007909650910632257
0.2630267991895382	0.00007997583739480124
0.2691534803926916	0.00008084994383643191
0.2754228703338166	0.00008170743847886556
0.28183829312644537	0.00008253437813953658
0.28840315031266056	0.0000833139908782624
0.29512092266663853	0.00008402647529314467
0.3019951720402016	148.15172247417894*""
0.30902954325135906	148.15172247417894*""
0.31622776601683794	148.15172247417894*""
0.32359365692962827	148.15172247417894*""
0.3311311214825911	148.15172247417894*""
0.33884415613920255	148.15172247417894*""
0.3467368504525316	148.15172247417894*""
0.35481338923357547	148.15172247417894*""
0.36307805477010135	148.15172247417894*""
0.37153522909717257	148.15172247417894*""
0.3801893963205612	148.15172247417894*""
0.3890451449942806	148.15172247417894*""
0.3981071705534972	148.15172247417894*""
0.40738027780411273	148.15172247417894*""
0.4168693834703354	148.15172247417894*""
0.42657951880159267	148.15172247417894*""
0.436515832240166	148.15172247417894*""
0.44668359215096315	148.15172247417894*""
0.457088189614875	148.15172247417894*""
0.4677351412871982	148.15172247417894*""
0.4786300923226383	148.15172247417894*""
0.4897788193684462	148.15172247417894*""
0.5011872336272722	148.15172247417894*""
